,Text,Speaker,Season
384, Long story. Lets just say it starts with my parents being greedy kleptomaniac douchebags.,Hank,4
385, Long story. Lets just say it starts with my parents being greedy kleptomaniac douchebags.,Jesse,2
386, You could charge twice the current rate for what I provide and your customers would pay it hands down. Now who I choose to do business with on my end is not your problem. You wont see him you wont interact with him. Forget he exists.,Walter,2
387, Nice job wearing the pants.,Walter,3
388, What would you know about me Gretchen? What would your presumption about me be exactly? That I should go begging for your charity and you waving your checkbook around like some magic wand is going to make me forget how you and Elliott – how you and Elliott – cut me out?,Walter,3
389, What are we building?,Jesse,5
390, No please no! God please no! Oh God I dont wanna die!,Hank,4
391, And now what? You decided to oh I dont know make your eldest son homeless? Wow great family mom!,Hank,4
392, Ive got a better idea.,Walter,2
393, You know what? Screw this. Im walking. You can come or not. Wheres my other shoe?,Hank,3
394, Oh we are dead. Dead men! Muerto or muerte or however the hell you...Jesus...,Jesse,2
395, I remember oh I remember. That you cook I sell. That was the division of labor when we started all this. And thats exactly how we should have kept it! Cause I sure as hell didnt find myself locked in a trunk or on my knees with a GUN to my head before your greedy old ass came along alright?,Jesse,2
396, Who cares as long as its our competitors who believe it and not the police? -Oh my--,Walter,4
397, I know but theres a problem.,Hank,4
398, $600000 each.,Jesse,5
399, Look you remember Emilio? Kay this dude got Emilio off like twice. Kay both times they had him dead to rights yo and then poof. Dudes like Houdini. Seriously when the going gets tough you dont want a criminal lawyer all right? You want a criminal lawyer. You know what Im saying?,Jesse,4
400, Okay. So they got names?,Jesse,4
401, Are you familiar with my product?,Walter,3
402, Thats not how it happened.,Hank,4
403, Yo you wanna go shopping go do it yourself alright? I got plans.,Hank,2
404, Alright say we set up one last sale this is providing he doesnt decide to waste us before then. Now every time we bring in a new batch he always tests the product right? So as his head is down yknow giving it a snort just pop pop pop!,Hank,2
405, What is that? Conjecture? Are you basing that on that hes got a normal healthy brain or something? Did you not see him beat a dude to death for like nothing? And that way–that way he just kept staring at us. Saying Youre done. Youre done?! You wanna know what that means? I will tell you what that means! That means exactly how it sounds yo! Alright we are witnesses we are loose ends! Right now Tucos thinking Yeah hey they cook good meth but can I trust them? What happens when he decides no?,Jesse,3
406, Why are you here?,Jesse,1
407, I know but theres a problem.,Jesse,4
408, No matter what happens no more bloodshed. No violence.,Walter,1
409, Alright say we set up one last sale this is providing he doesnt decide to waste us before then. Now every time we bring in a new batch he always tests the product right? So as his head is down yknow giving it a snort just pop pop pop!,Jesse,5
410, Yo its me. Is this a good time?,Jesse,4
411, $1.2 million.,Walter,5
412, Its a whole lot of cheddar.,Hank,2
413, I was told that the man Id be meeting with was very careful. A cautious man. I believe we are alike in that way. If you are who I think you are you should give me another chance.,Walter,3
414, When were you going to tell me?,Jesse,1
415, Yeah? Jesus how the hell do you spell street wrong? S-T-R-E-A-T?,Hank,4
416, I dont think I am.,Walter,3
417, How gay are you seriously?,Jesse,5
418, Gather them. And–and–and washers and nuts and bolts and screws and whatever little pieces of metal we can think of that is galvanized – it has to be galvanized – or–or solid zinc.,Walter,4
419, Whatever man.,Hank,1
420, No if he wanted to kill us he would have done it at the junkyard.,Walter,2
421, [kicking Tuco into the shallow pit] Whos the bitch now?!,Hank,3
422, Whatd you do huh? Shes lying there dying and where the hell are you?,Hank,4
423, Youre saying Tuco youre saying Gonzo is currently operating as a police informant as far as you know? [Tuco nods] Im very sorry to hear that. Thats disappointing.,Walter,2
424, What are you doing?,Walter,3
425, Then why are you here?,Walter,1
426, Like come on! Man youre smart! All right you made poison out of beans yo! Look weve got an entire lab right here. How about you take some of these chemicals and mix up some... some rocket fuel that way we could just send up a signal flare. Or you make some kind of robot to get us help... or a homing device... or building a battery... [Walts eyes snap open] Or what if we just take some stuff off of the RV and build it into something completely different? You know like a... like a dune buggy! And that way we could just dune buggy our... [Walt sits up] What? Hey... what is it? What?,Hank,5
427, More for me.,Jesse,5
428, Pay phone?,Walter,4
429, I told you not to change the channel Man!,Hank,5
430, Alright tell you what. Both of you pull it out your butts right now or I go grab a flashlight and some pliers and go exploring.,Hank,5
431, Stay out of my territory.,Walter,2
432, White residence.,Walter,5
433, Okay.,Jesse,2
434, Pee in it! Theyre selling testing kits at the drug stores. If you are clean I will give you every last dime. [Jesse is silent] No huh? Well I guess until then youll just have to depend on the kindness of strangers to get high. That and your little junkie girlfriend.,Walter,4
435, How did you know?,Walter,1
436, And the RV?,Walter,5
437, No thanks for caring.,Hank,4
438, You got the C man alright? Youre as good as checked out already okay? You should be all like sacrificial jumping on a grenade yo. Just...,Jesse,4
439, How about the basement?,Walter,5
440, Tuco...,Walter,2
441, What?,Jesse,5
442, Thats Backwardo. Oh wait no actually I changed it to Rewindo. Anyways he goes backwards. He can make everything go in reverse.,Jesse,4
443, Think think. Lets just bum rush him man. You know you crack him over the head with something and Ill go for his gun.,Jesse,3
444, Thats your excuse? To build your little empire on my work?,Walter,5
445, You got one part of that wrong. [reaches out and picks up the crystal Tuco had examined] This... is not meth.,Walter,1
446, Look that is completely uncool alright? We agreed 50/50 partners!,Jesse,4
447, $600000 each.,Hank,5
448, A wire? You want a wire? I got a wire. [grabs crotch] Speak into the mic bitch! What the hells wrong with you? A wire.,Jesse,1
449, Alright say we set up one last sale this is providing he doesnt decide to waste us before then. Now every time we bring in a new batch he always tests the product right? So as his head is down yknow giving it a snort just pop pop pop!,Hank,5
450, You are always the picture of innocence.,Walter,2
451, [starts to head outside] Solid zinc...,Jesse,2
452, How did you find me?,Walter,5
453, Wait so is it two or is it three?,Walter,2
454, Are you familiar with my product?,Walter,4
455, Yeah yeah this is gonna help big time with that. BITCH!,Jesse,5
456, What?,Jesse,5
457, Oh now theres a load off my mind.,Hank,1
458, I was told that the man Id be meeting with was very careful. A cautious man. I believe we are alike in that way. If you are who I think you are you should give me another chance.,Walter,5
459, Think think. Lets just bum rush him man. You know you crack him over the head with something and Ill go for his gun.,Hank,2
460, Conjecture yes. And conjecture isnt helping.,Walter,5
461, What are you waiting for? Bring it back!,Walter,5
462, Remission. Not to imply Im cured. I still have cancer but theres been a significant reduction in the tumors.,Walter,5
463, You asked me what I want you to do.,Walter,2
464, I remember oh I remember. That you cook I sell. That was the division of labor when we started all this. And thats exactly how we should have kept it! Cause I sure as hell didnt find myself locked in a trunk or on my knees with a GUN to my head before your greedy old ass came along alright?,Jesse,5
465, I told you not to change the channel Man!,Hank,4
466, And the RV?,Walter,4
467, Partners in what? What exactly do you do here Ive been meaning to ask. Because Im the producer right? I cook. But from what I can tell you are just a drug addict! You are a pathetic junkie too stupid to understand and follow simple rudimentary instructions! Too stupid to–,Walter,5
468, Okay can you at least tell me why?,Walter,4
469, In World War II the Germans had an artillery piece – its the biggest in the world – called the Gustav Gun and it weighed a thousand tons. And the Gustav was capable of firing a seven-ton shell and hitting a target – accurately – twenty-three miles away. [chuckles] I mean you could drop bombs on it every day for a month without ever disabling it. But drop a commando – one man – with just a bag of this... and he could melt right through four inches of solid steel and destroy that gun forever.,Walter,1
470, All right all right...,Jesse,5
471, How much?,Jesse,2
472, My son! My bottle! My house!,Walter,5
473, Hey...no...no man. No...,Hank,2
474, No mom mom mom! Hey where am I supposed to go?,Hank,5
475, Yeah yeah I got a bunch of em!,Jesse,5
476, It may be blue but its the bomb.,Hank,1
477, Yeah? Jesus how the hell do you spell street wrong? S-T-R-E-A-T?,Jesse,5
478, Look that is completely uncool alright? We agreed 50/50 partners!,Hank,4
479, Jesse...Jesse...Your body is running dangerously low on electrolytes. Sodium potassium calcium...and when theyre gone your brain ceases to communicate with the muscles. Your lungs stop breathing. Your heart stops pumping. You go marching out there and within an hour you will be dead.,Walter,3
480, You need to cut out all your loser crybaby crap right now and think of something scientific!,Jesse,2
481, The blow fish puffs up okay? The blow fish puffs himself up four five times larger than normal but why? Why does he do that? Because it makes him intimidating thats why. Intimidating so that the other scarier fish are scared off and thats you. You are a blow fish. Dont you see? Its just all–all an illusion. Its nothing but air. Now who messes with the blow fish Jesse?,Walter,2
482, Badgers cousin took it to his garage. Its safe.,Jesse,3
